agent_code,avg_policies,std_policies,active_months,avg_anbp,avg_income,avg_customers,first_active_month,last_active_month,tenure,stability,cluster,performance
0aaac9a7,21.05,9.73585343486965,20,1212234.55,231236.4,15.1,2023-01-01,2024-08-01,19.0,0.09314583196078641,1,High
0aacb7a8,19.666666666666668,0.5773502691896255,3,636039.3333333334,119818.0,14.333333333333334,2024-06-01,2024-08-01,2.0,0.6339745962155614,2,Medium
0acddc02,22.333333333333332,7.284687135812125,6,1186677.8333333333,204489.16666666666,16.5,2024-03-01,2024-08-01,5.0,0.12070461848550819,1,High
0af61868,17.818181818181817,10.590733513956264,11,1085045.6363636365,238919.63636363635,16.181818181818183,2023-10-01,2024-08-01,10.0,0.08627581669407824,0,Low
0b1be2b8,22.5,9.400447917659646,20,1476991.45,347430.95,16.4,2023-01-01,2024-08-01,19.0,0.09614970508164655,1,High
0b1d7054,18.0,10.44786555889968,20,1104906.4,274537.5,16.55,2023-01-01,2024-08-01,19.0,0.08735252828179751,0,Low
0b51084d,16.8,9.000584776323674,20,930949.0,193651.85,14.15,2023-01-01,2024-08-01,19.0,0.09999415257870661,0,Low
0b5ebeaa,22.666666666666668,0.5773502691896263,3,1162995.6666666667,279080.0,14.666666666666666,2024-06-01,2024-08-01,2.0,0.6339745962155612,2,Medium
0bae2f2d,20.263157894736842,7.511784114629182,19,777542.6315789474,150627.52631578947,14.368421052631579,2023-02-01,2024-08-01,18.0,0.11748418269693922,0,Low
0bb2468d,21.545454545454547,11.60485791695561,11,1095389.7272727273,303619.0,14.181818181818182,2023-10-01,2024-08-01,10.0,0.07933449203380828,1,High
0c0e65a4,21.0,10.074720839804943,5,1240479.6,211037.4,12.6,2024-04-01,2024-08-01,4.0,0.0902957297493029,1,High
0c22f517,20.1,9.71108969981715,20,1095958.75,224223.75,14.9,2023-01-01,2024-08-01,19.0,0.09336118247773344,0,Low
0d045ee9,23.2,9.12255735150944,20,1297290.85,289469.0,16.15,2023-01-01,2024-08-01,19.0,0.09878926493322199,1,High
0db1f74b,17.85,12.036239139846753,20,979012.65,246238.65,14.7,2023-01-01,2024-08-01,19.0,0.07670924023964748,0,Low
0e0c2212,16.35,12.304363795867408,20,829101.85,258851.75,15.75,2023-01-01,2024-08-01,19.0,0.07516330847106115,0,Low
0e123beb,18.5,9.7143409994004,20,875812.0,204733.2,13.4,2023-01-01,2024-08-01,19.0,0.0933328517410415,0,Low
0e34a568,17.0,7.885544888073253,12,570036.6666666666,119701.33333333333,15.25,2023-09-01,2024-08-01,11.0,0.11254233843804719,0,Low
0e4280de,21.45,9.821967859425063,20,1142100.1,244913.45,15.45,2023-01-01,2024-08-01,19.0,0.09240463592109825,1,High
0e4770a7,20.85,9.443878552017871,20,838632.55,194922.65,13.2,2023-01-01,2024-08-01,19.0,0.09574986869287072,0,Low
0e4db07d,19.5,10.460451836874876,20,827379.95,227008.25,16.1,2023-01-01,2024-08-01,19.0,0.08725659461195272,0,Low
0f111c9b,26.2,6.906518659932803,5,1562815.4,290283.4,14.2,2024-04-01,2024-08-01,4.0,0.12647791563025274,1,High
0f4994af,13.0,,1,1024738.0,260679.0,16.0,2024-08-01,2024-08-01,0.0,0.09603733324440045,0,Low
0f4c38b4,18.85,9.51605291903606,20,895306.85,196434.65,15.2,2023-01-01,2024-08-01,19.0,0.0950927127981459,0,Low
0f6f67b0,19.85,9.669675877657294,20,869984.95,195654.65,13.9,2023-01-01,2024-08-01,19.0,0.09372355931580245,0,Low
0fc88310,20.05,9.784386057710302,20,1185400.3,254090.75,15.6,2023-01-01,2024-08-01,19.0,0.09272665079390861,1,High
0fd5804f,22.7,8.189209845567328,20,1054138.15,194548.2,16.15,2023-01-01,2024-08-01,19.0,0.10882328478790566,0,Low
10944892,21.333333333333332,7.54983443527075,9,1064156.7777777778,178785.55555555556,16.333333333333332,2023-12-01,2024-08-01,8.0,0.11696132920126338,0,Low
10be4b4c,22.6,8.993564950914392,20,1250964.55,270547.5,14.35,2023-01-01,2024-08-01,19.0,0.10006439192737743,1,High
10dabaca,24.5,7.337717987437095,20,1393746.9,257391.75,15.1,2023-01-01,2024-08-01,19.0,0.11993689418456654,1,High
11029f56,19.45,10.414943717158483,20,1066885.5,266914.5,15.85,2023-01-01,2024-08-01,19.0,0.08760446172825542,1,High
11b6f9e5,15.55,11.78078274586469,20,872040.55,316092.5,14.45,2023-01-01,2024-08-01,19.0,0.07824246917298996,0,Low
11c7cd6c,19.75,10.562470803447656,20,963936.35,232235.65,15.65,2023-01-01,2024-08-01,19.0,0.08648670487469023,0,Low
11ddf2a7,19.65,9.183939070034452,20,928436.05,200654.25,16.9,2023-01-01,2024-08-01,19.0,0.09819383178974744,0,Low
11edb733,21.5,9.489606502850757,20,1026633.75,213079.65,14.25,2023-01-01,2024-08-01,19.0,0.09533246072941157,0,Low
11ee7678,20.5,9.400447917659646,20,833491.8,173464.3,15.1,2023-01-01,2024-08-01,19.0,0.09614970508164655,0,Low
1235ad70,17.55,10.013017842578204,20,576728.75,199200.95,14.6,2023-01-01,2024-08-01,19.0,0.09080163260372008,0,Low
12d58408,19.5,9.784520535277297,20,953470.6,210588.35,14.2,2023-01-01,2024-08-01,19.0,0.09272549453903817,0,Low
12e43255,19.75,9.770390284721971,20,1034552.8,229056.75,16.9,2023-01-01,2024-08-01,19.0,0.09284714607032592,0,Low
13e6e2f9,19.6,10.091163409011292,20,996181.05,258403.65,14.25,2023-01-01,2024-08-01,19.0,0.0901618669857055,0,Low
140655a0,18.444444444444443,10.284832413694343,9,1260856.4444444445,248716.11111111112,15.333333333333334,2023-12-01,2024-08-01,8.0,0.08861451932476042,1,High
1450745b,19.0,10.052493799000692,20,853869.5,179263.2,15.15,2023-01-01,2024-08-01,19.0,0.09047731834877074,0,Low
145cbf5b,18.35,8.536454336056567,20,879066.05,193706.85,14.7,2023-01-01,2024-08-01,19.0,0.104860775793691,0,Low
15047db1,20.65,7.97545576985053,20,976184.7,225138.4,15.9,2023-01-01,2024-08-01,19.0,0.11141495492174357,0,Low
157cd419,14.0,,1,1198498.0,354859.0,18.0,2024-08-01,2024-08-01,0.0,0.09603733324440045,1,High
1630a967,22.65,10.132153093779696,20,866714.6,192985.2,14.65,2023-01-01,2024-08-01,19.0,0.08982988210598444,0,Low
166ddb3a,21.05,7.458481572573674,20,1190453.4,253261.15,16.15,2023-01-01,2024-08-01,19.0,0.11822452900322729,1,High
17b72bab,24.5,9.029192421776916,20,1172744.6,219317.5,15.15,2023-01-01,2024-08-01,19.0,0.09970892549919046,1,High
1844e2c4,17.545454545454547,11.818321677494113,11,877342.5454545454,240130.9090909091,16.09090909090909,2023-10-01,2024-08-01,10.0,0.07801333319289055,0,Low
1892831c,22.15,9.626033779069626,20,1238663.65,241051.45,15.2,2023-01-01,2024-08-01,19.0,0.0941084905987901,1,High
18f0e6f8,20.75,9.101041004655514,20,928544.3,202987.3,15.65,2023-01-01,2024-08-01,19.0,0.09899969711429797,0,Low
196a3da0,18.75,11.557066646588321,20,941524.8,263474.4,14.95,2023-01-01,2024-08-01,19.0,0.07963643326458683,0,Low
19dda843,25.15,7.617673356637251,20,1329614.25,287541.05,14.2,2023-01-01,2024-08-01,19.0,0.11604060151918028,1,High
19e0d9d3,22.85,9.022049014556096,20,1112993.45,222124.05,15.6,2023-01-01,2024-08-01,19.0,0.09977999494390746,1,High
1a1279f8,24.35,6.175290319192757,20,1314978.0,262001.05,15.4,2023-01-01,2024-08-01,19.0,0.13936718314033364,1,High
1a7f1c16,21.3,7.927965160048786,20,1135044.8,265481.35,16.6,2023-01-01,2024-08-01,19.0,0.11200760554878057,1,High
1ab4c789,21.05,9.116064478652362,20,939728.6,210569.75,15.45,2023-01-01,2024-08-01,19.0,0.09885267162049738,0,Low
1ac57404,24.58823529411765,9.103974568350708,17,1178449.9411764706,236303.29411764705,15.823529411764707,2023-04-01,2024-08-01,16.0,0.09897095378014516,1,High
1b2014ec,19.65,8.35574180145794,20,907423.25,178714.65,15.25,2023-01-01,2024-08-01,19.0,0.10688623320538478,0,Low
1b6476ac,20.15,11.174571697903188,20,732657.35,155871.4,17.0,2023-01-01,2024-08-01,19.0,0.08213841314616668,0,Low
1b77fbd0,21.8,8.140865077528698,20,1227000.5,273865.45,17.05,2023-01-01,2024-08-01,19.0,0.10939883605309242,1,High
1b99b648,22.15,8.610122561631501,20,1130165.7,250873.45,14.75,2023-01-01,2024-08-01,19.0,0.10405694553704328,1,High
1bafe9a2,17.23076923076923,11.038975240436692,13,987366.6923076923,273753.23076923075,16.692307692307693,2023-08-01,2024-08-01,12.0,0.08306354818649223,0,Low
1bdc27c3,20.95,10.605237037972275,20,811277.55,196954.15,15.9,2023-01-01,2024-08-01,19.0,0.08616799439149801,0,Low
1c413762,22.3,7.26273835554143,20,1081149.9,201767.6,17.0,2023-01-01,2024-08-01,19.0,0.12102525300578434,0,Low
1c54ce8b,23.65,7.191186125719236,20,1095810.7,236203.7,17.4,2023-01-01,2024-08-01,19.0,0.12208244137685174,1,High
1c95f015,25.95,6.378211265501357,20,1468495.5,256036.05,16.8,2023-01-01,2024-08-01,19.0,0.13553420524507698,1,High
1cdac474,19.1,8.372259960255967,20,1135766.45,245477.15,15.45,2023-01-01,2024-08-01,19.0,0.10669785134435056,0,Low
1d06e191,25.6,5.5497747702046425,5,1293776.8,219525.0,16.4,2024-04-01,2024-08-01,4.0,0.15267700571156523,1,High
1d07a8b2,19.55,10.515527366208206,20,1066867.75,222460.5,16.3,2023-01-01,2024-08-01,19.0,0.086839270855667,0,Low
1d08e7c3,20.95,10.7775351151316,20,1182475.3,316138.25,16.15,2023-01-01,2024-08-01,19.0,0.08490740976142071,1,High
1d8f94c7,22.09090909090909,8.982811869949693,11,1281099.2727272727,283302.8181818182,16.90909090909091,2023-10-01,2024-08-01,10.0,0.10017217724098405,1,High
1de378ca,19.5,8.768964411041093,20,1112423.15,258496.75,14.9,2023-01-01,2024-08-01,19.0,0.10236499570719887,1,High
1e05b8c4,21.25,10.612182671469219,20,1198328.2,247961.65,14.95,2023-01-01,2024-08-01,19.0,0.0861164544420206,1,High
1e3e08fc,24.4,6.931409989637349,10,1327725.8,202186.9,16.3,2023-11-01,2024-08-01,9.0,0.12608098702582934,1,High
1e3e90f3,20.76923076923077,9.531997396085163,13,1254991.3846153845,255844.3076923077,14.615384615384615,2023-08-01,2024-08-01,12.0,0.09494875116202639,1,High
1e587e04,23.0,2.6457513110645907,3,571694.3333333334,120535.33333333333,15.333333333333334,2024-06-01,2024-08-01,2.0,0.27429188517743175,2,Medium
1ec9c089,20.7,8.718401591793617,20,1038239.65,240022.65,16.65,2023-01-01,2024-08-01,19.0,0.10289757945837688,0,Low
1eda1691,22.95,7.514722392183157,20,1340965.4,284016.25,15.8,2023-01-01,2024-08-01,19.0,0.11744364101853028,1,High
1ee2b2ae,19.75,10.572431876795125,20,1228821.15,251770.55,15.95,2023-01-01,2024-08-01,19.0,0.08641226067661592,1,High
1f5135c3,20.8,9.344855043791405,20,954618.35,226327.65,15.05,2023-01-01,2024-08-01,19.0,0.09666641009147466,0,Low
1ff8e6d6,15.2,8.87130204648675,5,901071.6,222556.4,10.8,2024-04-01,2024-08-01,4.0,0.1013037586420431,0,Low
2022f5a4,22.0,9.262260722102921,20,1041286.65,214228.55,18.1,2023-01-01,2024-08-01,19.0,0.09744441571691838,0,Low
20326773,19.7,7.6989404602533655,20,1019696.05,206899.85,13.5,2023-01-01,2024-08-01,19.0,0.11495652885189124,0,Low
207ecfc9,21.0,9.85687043319745,20,1019629.25,242758.8,15.65,2023-01-01,2024-08-01,19.0,0.09210757429159912,0,Low
20f326a5,22.4,8.22320209113086,20,1161729.0,223076.05,14.95,2023-01-01,2024-08-01,19.0,0.10842221498774399,1,High
224be699,19.75,11.285178915635088,20,578372.45,170831.95,14.65,2023-01-01,2024-08-01,19.0,0.08139889592713388,0,Low
2296c882,21.95,9.616187011054794,20,942544.1,223753.95,14.35,2023-01-01,2024-08-01,19.0,0.09419577848041721,0,Low
232f671f,21.7,7.767001724570021,20,1103953.3,208687.2,14.05,2023-01-01,2024-08-01,19.0,0.11406408158874236,1,High
23a5ee4a,21.15,8.493186123376537,20,1148527.85,239107.65,17.0,2023-01-01,2024-08-01,19.0,0.10533871210399486,1,High
23b47704,20.2,8.882863454871675,20,967708.55,210284.6,17.35,2023-01-01,2024-08-01,19.0,0.10118524904915674,0,Low
242ff816,19.85,10.48946840256555,20,700833.8,167510.1,14.95,2023-01-01,2024-08-01,19.0,0.0870362287411578,0,Low
246a70a6,21.333333333333332,10.040394604273471,15,1060864.2,239523.86666666667,15.666666666666666,2023-06-01,2024-08-01,14.0,0.09057647265732006,1,High
2504b4ba,18.0,1.4142135623730951,2,1069686.5,225577.0,16.5,2024-07-01,2024-08-01,1.0,0.4142135623730951,2,Medium
250d39cb,21.8,9.758127516669317,20,1273700.15,251706.45,15.4,2023-01-01,2024-08-01,19.0,0.09295297889437891,1,High
2522b4fe,18.5,9.558432735738446,12,690557.3333333334,127278.58333333333,14.833333333333334,2023-09-01,2024-08-01,11.0,0.09471102625062668,0,Low
25cd5d60,21.375,9.611624905984074,16,1051788.1875,241875.8125,15.0625,2023-05-01,2024-08-01,15.0,0.0942362747326362,1,High
26142387,20.5,9.891516833284868,20,909254.15,207486.4,13.9,2023-01-01,2024-08-01,19.0,0.09181457599587635,0,Low
264728f9,20.05,10.174658923547575,20,1100841.9,237279.65,16.0,2023-01-01,2024-08-01,19.0,0.08948818991627298,0,Low
269c4e60,25.8,7.177124153246279,10,1265296.8,239452.0,14.3,2023-11-01,2024-08-01,9.0,0.12229238314829852,1,High
26c3dddd,22.75,7.326053004966518,20,1091802.05,240594.15,15.0,2023-01-01,2024-08-01,19.0,0.12010492839806529,1,High
26f591b2,21.0,7.11558704165499,20,976356.9,181337.9,15.65,2023-01-01,2024-08-01,19.0,0.12321967528255019,0,Low
272f6f80,31.5,0.7071067811865476,2,702450.0,97059.0,17.5,2024-07-01,2024-08-01,1.0,0.585786437626905,2,Medium
27565665,19.6,10.830755428772951,20,1171461.95,259685.55,15.65,2023-01-01,2024-08-01,19.0,0.0845254562162576,1,High
27b10a36,24.3,6.634042984168062,20,1224866.65,272834.5,16.45,2023-01-01,2024-08-01,19.0,0.13099218881448013,1,High
27be2ac1,22.285714285714285,8.240434570140213,7,1175935.142857143,234654.57142857142,14.0,2024-02-01,2024-08-01,6.0,0.10822001848608145,1,High
27f35403,20.85,8.689225027523879,20,921431.75,221295.15,15.95,2023-01-01,2024-08-01,19.0,0.103207428577552,0,Low
2873d9d1,23.1,9.054803900925217,20,1028717.2,205873.3,15.15,2023-01-01,2024-08-01,19.0,0.0994549480878471,0,Low
2883d02e,22.333333333333332,7.312090444371341,6,807498.0,92023.0,12.333333333333334,2024-03-01,2024-08-01,5.0,0.12030667937175361,0,Low
293115df,19.15,10.5495073469408,20,909499.15,224437.7,16.5,2023-01-01,2024-08-01,19.0,0.08658377971982303,0,Low
293124a7,21.75,9.215846037224049,12,834075.0,236082.5,14.416666666666666,2023-09-01,2024-08-01,11.0,0.09788714477060874,0,Low
29ab6f3f,19.25,9.623846479066028,20,936587.2,197790.55,14.8,2023-01-01,2024-08-01,19.0,0.09412786620838978,0,Low
2aa84d40,21.9,4.433458644845529,10,772471.5,174898.4,15.0,2023-11-01,2024-08-01,9.0,0.18404483504234523,0,Low
2b0a8ba8,17.785714285714285,10.807252347229767,14,1058215.357142857,258027.64285714287,15.785714285714286,2023-07-01,2024-08-01,13.0,0.08469370947548363,0,Low
2b4416f2,19.866666666666667,10.96010079898034,15,967535.7333333333,199638.26666666666,16.066666666666666,2023-06-01,2024-08-01,14.0,0.08361133545674257,0,Low
2b84dfe0,22.35,8.21599851381117,20,1063177.45,237452.7,15.45,2023-01-01,2024-08-01,19.0,0.10850696194247339,1,High
2bf63daa,20.0,10.442826800198661,20,791884.2,218066.6,15.4,2023-01-01,2024-08-01,19.0,0.08739099327996809,0,Low
2c435787,22.333333333333332,5.686240703077327,3,1036165.0,239475.0,12.333333333333334,2024-06-01,2024-08-01,2.0,0.14956087350246788,1,High
2c95542c,17.1,9.967843033316791,20,840438.15,164936.45,15.25,2023-01-01,2024-08-01,19.0,0.0911756301546549,0,Low
2cc86dc1,20.8,10.89954127475097,20,928091.05,235746.35,15.85,2023-01-01,2024-08-01,19.0,0.0840368529265787,0,Low
2d115488,20.25,10.26436275942851,8,1134318.0,246165.25,14.25,2024-01-01,2024-08-01,7.0,0.08877555005612536,1,High
2d168116,21.0,7.39843511191814,20,840665.35,183371.65,17.15,2023-01-01,2024-08-01,19.0,0.11906980129916221,0,Low
2db3122b,22.714285714285715,5.455111525738201,14,880257.0,179061.92857142858,16.714285714285715,2023-07-01,2024-08-01,13.0,0.15491599115100352,0,Low
2ddf7f26,22.9,8.66268464525622,20,1008870.5,201878.8,14.7,2023-01-01,2024-08-01,19.0,0.1034909072077539,0,Low
2e3d2e76,23.35,9.280851821159295,20,1632355.1,367624.45,14.75,2023-01-01,2024-08-01,19.0,0.09726820475535629,1,High
2ea94d44,21.05,7.937088157570926,20,1239170.75,276241.45,14.8,2023-01-01,2024-08-01,19.0,0.11189326796031035,1,High
2f8f3b33,19.4,8.744321465656261,20,968008.15,232502.1,14.9,2023-01-01,2024-08-01,19.0,0.10262387212126442,0,Low
3.55E+05,18.65,8.922325634992374,20,1148840.9,263543.55,14.45,2023-01-01,2024-08-01,19.0,0.10078282418724192,1,High
300ddfbc,20.45,8.300126822112896,20,1010948.6,221987.3,16.4,2023-01-01,2024-08-01,19.0,0.10752541541931468,0,Low
3068a03e,21.15,9.292186870812772,20,809307.05,187711.35,13.35,2023-01-01,2024-08-01,19.0,0.09716108078409096,0,Low
311a7df5,21.0,8.973645624241783,20,1241461.4,242962.4,15.55,2023-01-01,2024-08-01,19.0,0.10026424014599196,1,High
3173b081,23.3,8.516856351099458,20,1163255.95,240590.95,15.75,2023-01-01,2024-08-01,19.0,0.10507671473726432,1,High
31e59316,32.0,,1,2481056.0,321123.0,13.0,2024-08-01,2024-08-01,0.0,0.09603733324440045,1,High
3219e0f5,22.666666666666668,9.158536339327801,12,1234444.6666666667,279283.4166666667,12.75,2023-09-01,2024-08-01,11.0,0.09843937813448535,1,High
3273914b,20.65,10.085294140219055,20,1084828.7,241045.3,16.15,2023-01-01,2024-08-01,19.0,0.09020960448598787,0,Low
32831c50,21.45,9.104510160528017,20,1054900.85,228899.7,14.35,2023-01-01,2024-08-01,19.0,0.09896570779911457,1,High
328cab7d,18.9,7.224956747275377,20,776744.05,175043.15,14.25,2023-01-01,2024-08-01,19.0,0.1215811864702222,0,Low
328e4201,22.05,11.137773565663831,20,1146819.05,254937.2,14.5,2023-01-01,2024-08-01,19.0,0.08238743247187184,1,High
3299ea4c,24.25,9.424911000557037,20,1186460.85,266078.7,14.9,2023-01-01,2024-08-01,19.0,0.09592408030596777,1,High
32cc5ccc,18.05,6.10844971287616,20,1066413.55,202135.75,14.4,2023-01-01,2024-08-01,19.0,0.14067764989440834,0,Low
32dca4d5,21.75,8.0156097709407,4,990663.75,201411.0,19.0,2024-05-01,2024-08-01,3.0,0.11091873155637468,0,Low
32e1912c,18.833333333333332,11.889771514485325,6,1161529.5,229596.16666666666,13.333333333333334,2024-03-01,2024-08-01,5.0,0.07758089419011156,0,Low
3363b8d9,18.0,9.983319421247959,7,1108008.7142857143,267670.28571428574,16.285714285714285,2024-02-01,2024-08-01,6.0,0.09104715629643201,0,Low
3383fd5c,22.95,6.809242944240146,20,1367847.8,268264.05,15.6,2023-01-01,2024-08-01,19.0,0.12805338585830126,1,High
3417b25d,18.1,10.23872936195544,20,1087936.15,241759.55,16.55,2023-01-01,2024-08-01,19.0,0.08897803014859759,0,Low
3417ed0a,19.65,11.287044273017301,20,1158191.45,294370.8,15.3,2023-01-01,2024-08-01,19.0,0.08138653835536577,1,High
344e0483,18.7,11.60353848027221,20,1121839.15,290244.7,16.55,2023-01-01,2024-08-01,19.0,0.07934279738704,1,High
34e9e182,19.15,8.69528002636155,20,817094.6,172617.75,15.55,2023-01-01,2024-08-01,19.0,0.1031429723825399,0,Low
34ffbdb5,19.85,8.298858513770371,20,1093958.35,233501.45,15.35,2023-01-01,2024-08-01,19.0,0.10754008123891047,0,Low
3515f968,16.05,10.323580570203038,20,831748.15,269234.45,15.8,2023-01-01,2024-08-01,19.0,0.08831128933116864,0,Low
357c3868,27.5,9.192388155425117,2,1309446.5,228439.5,17.0,2024-07-01,2024-08-01,1.0,0.09811243299910322,1,High
358091af,18.5,7.635443667528429,6,1394721.0,271465.0,17.5,2024-03-01,2024-08-01,5.0,0.11580180920642985,1,High
35998753,20.4,10.693825075100213,20,1029413.85,246132.65,15.5,2023-01-01,2024-08-01,19.0,0.0855152179528759,0,Low
35c456a1,19.0,9.920738512408183,20,860906.25,172750.85,15.2,2023-01-01,2024-08-01,19.0,0.09156889883077013,0,Low
35dd02c7,25.25,9.1183735853553,20,1079377.55,240189.75,17.05,2023-01-01,2024-08-01,19.0,0.09883011252394726,1,High
360ed942,20.8,10.541147445780474,20,1334156.1,316607.25,14.9,2023-01-01,2024-08-01,19.0,0.08664649721337779,1,High
36a0b154,16.25,10.566118357412865,8,715342.875,208421.625,17.0,2024-01-01,2024-08-01,7.0,0.08645942995724991,0,Low
36aef680,22.9,9.678516632755576,20,1019767.6,221154.2,16.15,2023-01-01,2024-08-01,19.0,0.09364596548293726,1,High
379c10a1,19.65,8.916424820461808,20,1195760.3,234789.05,15.4,2023-01-01,2024-08-01,19.0,0.10084279547368463,1,High
37b41a6c,18.05,10.580393983312023,20,678137.75,186440.6,14.85,2023-01-01,2024-08-01,19.0,0.08635284787728763,0,Low
380bd7cc,17.55,10.174658923547575,20,973836.3,214866.95,13.5,2023-01-01,2024-08-01,19.0,0.08948818991627298,0,Low
